session_date,rule,contracts,option_type,option_ticker,entry_execution_price,capital_at_risk_usd,net_pnl_usd,return_on_initial_premium,winner,tp1_achieved,tp2_achieved,ambiguous_intrabar,last_exit_timestamp,tp1_contracts_exited,tp2_contracts_exited,stop_contracts_exited,runner_contracts_exited_at_close,legs_json
2025-04-11,2C_TP100_RUNNER_BE,2,call,O:SPXW250411C05340000,19.634999999999998,3929.9999999999995,247.00000000000045,0.06284987277353701,True,False,False,False,2025-04-11 15:59:00-04:00,0,0,0,1,"[{""timestamp"": ""2025-04-11T15:59:00-04:00"", ""contracts"": 2, ""reference_price"": 22.0, ""execution_price"": 20.9, ""reason"": ""close_runner""}]"
2025-04-11,2C_TP100_RUNNER_TRAIL25,2,call,O:SPXW250411C05340000,19.634999999999998,3929.9999999999995,247.00000000000045,0.06284987277353701,True,False,False,False,2025-04-11 15:59:00-04:00,0,0,0,1,"[{""timestamp"": ""2025-04-11T15:59:00-04:00"", ""contracts"": 2, ""reference_price"": 22.0, ""execution_price"": 20.9, ""reason"": ""close_runner""}]"
2025-04-11,3C_TP50_TP100_RUNNER_CLOSE,3,call,O:SPXW250411C05340000,19.634999999999998,5894.999999999999,1078.4875000000002,0.18294953350296866,True,True,False,False,2025-04-11 15:59:00-04:00,1,0,0,1,"[{""timestamp"": ""2025-04-11T15:03:00-04:00"", ""contracts"": 1, ""reference_price"": 29.452499999999997, ""execution_price"": 27.979874999999996, ""reason"": ""tp1""}, {""timestamp"": ""2025-04-11T15:59:00-04:00"", ""contracts"": 2, ""reference_price"": 22.0, ""execution_price"": 20.9, ""reason"": ""close_runner""}]"
2025-04-14,1C_HOLD_CLOSE,1,call,O:SPXW250414C05425000,9.9225,993.75,-995.25,-1.001509433962264,False,False,False,False,2025-04-14 15:59:00-04:00,0,0,0,1,"[{""timestamp"": ""2025-04-14T15:59:00-04:00"", ""contracts"": 1, ""reference_price"": 0.05, ""execution_price"": 0.0, ""reason"": ""close_runner""}]"
2025-04-14,1C_STOP50_HOLD_CLOSE,1,call,O:SPXW250414C05425000,9.9225,993.75,-523.93125,-0.5272264150943397,False,False,False,False,2025-04-14 15:49:00-04:00,0,0,1,0,"[{""timestamp"": ""2025-04-14T15:49:00-04:00"", ""contracts"": 1, ""reference_price"": 4.96125, ""execution_price"": 4.7131875, ""reason"": ""stop""}]"
2025-04-14,2C_TP100_RUNNER_CLOSE,2,call,O:SPXW250414C05425000,9.9225,1987.5,366.09375,0.18419811320754717,True,True,False,False,2025-04-14 15:49:00-04:00,1,0,1,0,"[{""timestamp"": ""2025-04-14T15:13:00-04:00"", ""contracts"": 1, ""reference_price"": 19.845, ""execution_price"": 18.85275, ""reason"": ""tp1""}, {""timestamp"": ""2025-04-14T15:49:00-04:00"", ""contracts"": 1, ""reference_price"": 4.96125, ""execution_price"": 4.7131875, ""reason"": ""stop""}]"
2025-04-14,2C_TP100_RUNNER_BE,2,call,O:SPXW250414C05425000,9.9225,1987.5,837.4125000000004,0.4213396226415096,True,True,False,False,2025-04-14 15:31:00-04:00,1,0,1,0,"[{""timestamp"": ""2025-04-14T15:13:00-04:00"", ""contracts"": 1, ""reference_price"": 19.845, ""execution_price"": 18.85275, ""reason"": ""tp1""}, {""timestamp"": ""2025-04-14T15:31:00-04:00"", ""contracts"": 1, ""reference_price"": 9.9225, ""execution_price"": 9.426375, ""reason"": ""stop""}]"
2025-04-14,2C_TP100_RUNNER_TRAIL25,2,call,O:SPXW250414C05425000,9.9225,1987.5,1483.6500000000005,0.7464905660377361,True,True,False,False,2025-04-14 15:15:00-04:00,1,0,1,0,"[{""timestamp"": ""2025-04-14T15:13:00-04:00"", ""contracts"": 1, ""reference_price"": 19.845, ""execution_price"": 18.85275, ""reason"": ""tp1""}, {""timestamp"": ""2025-04-14T15:15:00-04:00"", ""contracts"": 1, ""reference_price"": 16.725, ""execution_price"": 15.888750000000002, ""reason"": ""stop""}]"
2025-04-14,3C_TP50_TP100_RUNNER_CLOSE,3,call,O:SPXW250414C05425000,9.9225,2981.25,784.7999999999997,0.26324528301886785,True,True,True,False,2025-04-14 15:49:00-04:00,1,1,1,0,"[{""timestamp"": ""2025-04-14T15:06:00-04:00"", ""contracts"": 1, ""reference_price"": 14.88375, ""execution_price"": 14.139562499999998, ""reason"": ""tp1""}, {""timestamp"": ""2025-04-14T15:13:00-04:00"", ""contracts"": 1, ""reference_price"": 19.845, ""execution_price"": 18.85275, ""reason"": ""tp2""}, {""timestamp"": ""2025-04-14T15:49:00-04:00"", ""contracts"": 1, ""reference_price"": 4.96125, ""execution_price"": 4.7131875, ""reason"": ""stop""}]"
2025-05-07,1C_HOLD_CLOSE,1,call,O:SPXW250507C05625000,14.28,1429.5,-883.8000000000001,-0.6182581322140609,False,False,False,False,2025-05-07 15:59:00-04:00,0,0,0,1,"[{""timestamp"": ""2025-05-07T15:59:00-04:00"", ""contracts"": 1, ""reference_price"": 5.76, ""execution_price"": 5.4719999999999995, ""reason"": ""close_runner""}]"
