rule,balanced_accuracy_bootstrap_mean,balanced_accuracy_ci_low,balanced_accuracy_ci_high,mean_abs_move_bps_bootstrap_mean,mean_abs_move_bps_ci_low,mean_abs_move_bps_ci_high,event_rate_ge_30bps_bootstrap_mean,event_rate_ge_30bps_ci_low,event_rate_ge_30bps_ci_high,lift_ratio_ge_30bps_bootstrap_mean,lift_ratio_ge_30bps_ci_low,lift_ratio_ge_30bps_ci_high,mean_directional_capture_bps_bootstrap_mean,mean_directional_capture_bps_ci_low,mean_directional_capture_bps_ci_high
All intersection sessions,0.5448628114141097,0.5098923262340336,0.5812167655371785,20.617149988423126,17.943572887453733,23.60062959984824,0.20463420427553444,0.15676959619952494,0.25415676959619954,1.0,1.0,1.0,2.5672029447387,-0.5395146174528686,5.771325738164834
All three: RQ1 high confidence + RQ2 >= 20 bps + RQ3,0.6742449076992193,0.4727222777222777,0.875,47.09567259328783,29.71397228566994,65.51290748648447,0.614771034405899,0.3681390977443614,0.8275862068965517,3.0269336567176675,1.8708724489795923,4.320250898707092,24.375268848991674,0.5704202688181048,49.63316883839584
RQ1 high confidence,0.5582748508780394,0.5020407496471326,0.6169279783019892,19.344164821316365,14.94557611137224,24.378832935112424,0.18374783263247077,0.109375,0.2636426767676767,0.8942051584032099,0.6228967909229322,1.162901301334585,3.9869721120078645,-1.2700041252894543,9.954369924458994
RQ1 high confidence + RQ2 >= 20 bps,0.6742449076992193,0.4727222777222777,0.875,47.09567259328783,29.71397228566994,65.51290748648447,0.614771034405899,0.3681390977443614,0.8275862068965517,3.0269336567176675,1.8708724489795923,4.320250898707092,24.375268848991674,0.5704202688181048,49.63316883839584
RQ1 high confidence + RQ3,0.602817430332187,0.5043808558133686,0.6960328733766233,27.651977548800073,20.94612260406314,35.76872177633835,0.29688482685626344,0.17647058823529413,0.42503073770491784,1.449289895954558,0.9660456167989934,1.956302310147137,7.476148478399789,-1.3456027413989895,17.69512137606391
RQ3 large-move flag,0.553402878306477,0.49954849097697895,0.607783565555311,27.660701149098085,23.61884901496924,31.964006352597256,0.3158810790464028,0.24896221790360137,0.38741834251312907,1.5482217646104464,1.3811022971374711,1.7541666666666667,3.6611989787734265,-1.5910506995427214,8.961264451666906
