requested_coverage,realised_coverage,sessions,mean_abs_move_bps,median_abs_move_bps,mean_move_points,median_move_points,rate_ge_20bps,rate_ge_30bps,rate_ge_40bps,model_balanced_accuracy,mean_reversion_balanced_accuracy,model_minus_benchmark_ba,model_accuracy,model_mcc,mean_directional_capture_bps,median_directional_capture_bps,mean_abs_move_when_correct_bps,mean_abs_move_when_wrong_bps
1.0,1.0,303,21.719372946338954,14.199469635702844,13.324620462046262,8.95000000000043,0.37293729372937295,0.22772277227722773,0.14521452145214522,0.5318840579710145,0.5669301712779973,-0.03504611330698282,0.5379537953795379,0.06416384386394293,-0.6085930973470602,0.8066564091835371,19.621369000750132,24.16204896870308
0.5,0.504950495049505,153,20.86781586549177,14.184540705921567,12.937450980392212,9.309999999999185,0.39869281045751637,0.20915032679738563,0.13071895424836602,0.5606643356643357,0.5800699300699301,-0.019405594405594417,0.5686274509803921,0.12088567200583783,1.6428276571111762,3.0103959005089997,19.79384171815087,22.28350905971387
0.3,0.3069306930693069,93,19.52165924486026,12.928758668849794,12.24322580645167,8.41000000000019,0.3655913978494624,0.20430107526881722,0.10752688172043011,0.5916988416988418,0.5827702702702703,0.008928571428571508,0.6021505376344086,0.18130959617632625,1.1577964740053084,3.118585304289212,17.171333766558014,23.078908617425814
0.2,0.2079207920792079,63,19.922243715253494,14.122514276339038,12.581746031746091,9.00000000000054,0.3968253968253968,0.20634920634920634,0.09523809523809523,0.5608108108108107,0.58004158004158,-0.019230769230769273,0.5714285714285714,0.12099437854561525,-2.54292603384976,1.2792746963985469,15.206902971228269,26.20936470728713
0.1,0.10891089108910891,33,21.25257694989926,15.149976301713775,13.399090909090916,9.610000000000799,0.45454545454545453,0.24242424242424243,0.15151515151515152,0.5037593984962406,0.5206766917293233,-0.016917293233082664,0.5151515151515151,0.007518796992481203,-2.10309463341501,2.320962602659904,18.586262248352362,24.08553632029284
