minimum_realised_move_bps,sessions,up_share,model_balanced_accuracy,mean_reversion_balanced_accuracy,model_minus_benchmark_ba,model_accuracy,mean_reversion_accuracy,mean_abs_move_bps,median_abs_move_bps,mean_move_points
0,303,0.45544554455445546,0.5318840579710145,0.5669301712779973,-0.03504611330698282,0.5379537953795379,0.570957095709571,21.719372946338954,14.199469635702844,13.324620462046262
10,196,0.4897959183673469,0.4933333333333333,0.5658333333333333,-0.07250000000000001,0.49489795918367346,0.5663265306122449,30.928102966575388,22.326748601017023,18.930612244898008
15,143,0.48951048951048953,0.473972602739726,0.6013698630136985,-0.12739726027397252,0.4755244755244755,0.6013986013986014,37.79924223313068,28.554870660134625,22.982517482517483
20,113,0.4778761061946903,0.43016321406151914,0.5936911487758946,-0.16352793471437543,0.4336283185840708,0.5929203539823009,43.29470414826699,35.320535941346655,26.143539823008847
25,87,0.4367816091954023,0.4685821697099892,0.6176154672395273,-0.1490332975295381,0.47126436781609193,0.6091954022988506,49.59215213381153,40.44815382022615,29.822183908045968
30,69,0.4057971014492754,0.5060975609756098,0.6019163763066202,-0.09581881533101044,0.5072463768115942,0.5942028985507246,55.38181547123558,42.846186908483965,33.18463768115938
40,44,0.45454545454545453,0.475,0.5708333333333333,-0.09583333333333333,0.4772727272727273,0.5681818181818182,66.95833637661462,55.77688989469365,39.853636363636284
50,24,0.4583333333333333,0.48951048951048953,0.6713286713286714,-0.18181818181818182,0.5,0.6666666666666666,86.79186293371106,70.15155079056868,50.639166666666576
