otm_offset_points,paired_dates,mean_ml_minus_benchmark_usd,median_ml_minus_benchmark_usd,share_ml_outperforms
0.0,17,-8.25882352941175,0.0,0.17647058823529413
5.0,17,26.285294117647048,0.0,0.17647058823529413
10.0,17,22.805882352941186,0.0,0.23529411764705882
15.0,17,19.382352941176464,0.0,0.17647058823529413
20.0,17,24.123529411764707,0.0,0.23529411764705882
25.0,17,8.32352941176471,0.0,0.29411764705882354
30.0,17,7.867647058823526,0.0,0.29411764705882354
