strategy,trades,median_mfe,mean_mfe,share_ever_reached_plus_50,share_ever_reached_plus_100,median_mae,mean_mae,share_ever_fell_minus_30,share_ever_fell_minus_50
MeanReversion60m,17,1.3329752953813103,1.5668738389956953,0.7647058823529411,0.6470588235294118,-0.6583850931677019,-0.5995396058190984,0.7647058823529411,0.6470588235294118
RQ1_ML,17,1.2474174855127238,1.6002475964018907,0.7647058823529411,0.5882352941176471,-0.6583850931677019,-0.5674862822931943,0.7058823529411765,0.5294117647058824
