session_date,ticker,option_type,otm_offset_points,bars_1455_1600,has_1500_1505_bar,has_1550_1600_bar,first_bar_et,last_bar_et,total_volume_window,quality_status
2025-05-07,O:SPXW250507C05630000,call,5,65,True,True,2025-05-07 14:55:00-04:00,2025-05-07 16:00:00-04:00,20551,usable
2025-05-07,O:SPXW250507C05635000,call,10,65,True,True,2025-05-07 14:55:00-04:00,2025-05-07 16:00:00-04:00,17340,usable
2025-05-07,O:SPXW250507C05640000,call,15,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,19006,usable
2025-05-07,O:SPXW250507C05645000,call,20,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,14296,usable
2025-05-07,O:SPXW250507C05650000,call,25,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,24249,usable
2025-05-07,O:SPXW250507C05655000,call,30,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,10629,usable
2025-05-07,O:SPXW250507P05625000,put,0,65,True,True,2025-05-07 14:55:00-04:00,2025-05-07 16:00:00-04:00,10070,usable
2025-05-07,O:SPXW250507P05620000,put,5,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,11861,usable
2025-05-07,O:SPXW250507P05615000,put,10,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,9917,usable
2025-05-07,O:SPXW250507P05610000,put,15,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,16078,usable
2025-05-07,O:SPXW250507P05605000,put,20,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,10107,usable
2025-05-07,O:SPXW250507P05600000,put,25,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,25284,usable
2025-05-07,O:SPXW250507P05595000,put,30,64,True,True,2025-05-07 14:55:00-04:00,2025-05-07 15:59:00-04:00,10387,usable
2025-11-06,O:SPXW251106C06750000,call,0,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,24532,usable
2025-11-06,O:SPXW251106C06755000,call,5,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,21732,usable
2025-11-06,O:SPXW251106C06760000,call,10,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,20408,usable
2025-11-06,O:SPXW251106C06765000,call,15,64,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,13554,usable
2025-11-06,O:SPXW251106C06770000,call,20,64,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,16598,usable
2025-11-06,O:SPXW251106C06775000,call,25,64,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,7762,usable
2025-11-06,O:SPXW251106C06780000,call,30,63,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,5629,usable
2025-11-06,O:SPXW251106P06750000,put,0,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,16697,usable
2025-11-06,O:SPXW251106P06745000,put,5,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,18533,usable
2025-11-06,O:SPXW251106P06740000,put,10,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,28226,usable
2025-11-06,O:SPXW251106P06735000,put,15,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,26556,usable
2025-11-06,O:SPXW251106P06730000,put,20,66,True,True,2025-11-06 14:55:00-05:00,2025-11-06 16:00:00-05:00,38506,usable
2025-11-06,O:SPXW251106P06725000,put,25,66,True,True,2025-11-06 14:55:00-05:00,2025-11-06 16:00:00-05:00,45141,usable
2025-11-06,O:SPXW251106P06720000,put,30,65,True,True,2025-11-06 14:55:00-05:00,2025-11-06 15:59:00-05:00,34775,usable
2025-11-20,O:SPXW251120C06595000,call,0,65,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,8414,usable
2025-11-20,O:SPXW251120C06600000,call,5,65,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,23328,usable
2025-11-20,O:SPXW251120C06605000,call,10,61,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:55:00-05:00,8204,usable
2025-11-20,O:SPXW251120C06610000,call,15,61,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,12314,usable
2025-11-20,O:SPXW251120C06615000,call,20,62,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,10580,usable
2025-11-20,O:SPXW251120C06620000,call,25,63,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,10064,usable
2025-11-20,O:SPXW251120C06625000,call,30,61,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,8448,usable
2025-11-20,O:SPXW251120P06595000,put,0,64,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,2797,usable
2025-11-20,O:SPXW251120P06590000,put,5,65,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,6876,usable
2025-11-20,O:SPXW251120P06585000,put,10,64,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,4577,usable
2025-11-20,O:SPXW251120P06580000,put,15,65,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,6717,usable
2025-11-20,O:SPXW251120P06575000,put,20,65,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,9775,usable
2025-11-20,O:SPXW251120P06570000,put,25,65,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,12161,usable
2025-11-20,O:SPXW251120P06565000,put,30,65,True,True,2025-11-20 14:55:00-05:00,2025-11-20 15:59:00-05:00,9210,usable
2026-02-04,O:SPXW260204C06905000,call,0,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,29748,usable
2026-02-04,O:SPXW260204C06910000,call,5,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,32416,usable
2026-02-04,O:SPXW260204C06915000,call,10,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,21505,usable
2026-02-04,O:SPXW260204C06920000,call,15,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,19878,usable
2026-02-04,O:SPXW260204C06925000,call,20,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,12527,usable
2026-02-04,O:SPXW260204C06930000,call,25,62,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:56:00-05:00,8790,usable
2026-02-04,O:SPXW260204C06935000,call,30,63,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:57:00-05:00,4563,usable
2026-02-04,O:SPXW260204P06905000,put,0,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,7011,usable
2026-02-04,O:SPXW260204P06900000,put,5,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,25259,usable
2026-02-04,O:SPXW260204P06895000,put,10,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,23821,usable
2026-02-04,O:SPXW260204P06890000,put,15,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,34989,usable
2026-02-04,O:SPXW260204P06885000,put,20,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,29526,usable
2026-02-04,O:SPXW260204P06880000,put,25,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,29460,usable
2026-02-04,O:SPXW260204P06875000,put,30,65,True,True,2026-02-04 14:55:00-05:00,2026-02-04 15:59:00-05:00,19329,usable
2026-02-05,O:SPXW260205C06810000,call,0,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,20954,usable
2026-02-05,O:SPXW260205C06815000,call,5,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,19005,usable
2026-02-05,O:SPXW260205C06820000,call,10,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,25991,usable
2026-02-05,O:SPXW260205C06825000,call,15,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,18078,usable
2026-02-05,O:SPXW260205C06830000,call,20,64,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:58:00-05:00,21129,usable
2026-02-05,O:SPXW260205C06835000,call,25,64,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:58:00-05:00,12877,usable
2026-02-05,O:SPXW260205C06840000,call,30,63,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:58:00-05:00,16124,usable
2026-02-05,O:SPXW260205P06810000,put,0,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,9913,usable
2026-02-05,O:SPXW260205P06805000,put,5,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,11493,usable
2026-02-05,O:SPXW260205P06800000,put,10,66,True,True,2026-02-05 14:55:00-05:00,2026-02-05 16:00:00-05:00,39546,usable
2026-02-05,O:SPXW260205P06795000,put,15,66,True,True,2026-02-05 14:55:00-05:00,2026-02-05 16:00:00-05:00,26476,usable
2026-02-05,O:SPXW260205P06790000,put,20,66,True,True,2026-02-05 14:55:00-05:00,2026-02-05 16:00:00-05:00,39474,usable
2026-02-05,O:SPXW260205P06785000,put,25,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,35173,usable
2026-02-05,O:SPXW260205P06780000,put,30,65,True,True,2026-02-05 14:55:00-05:00,2026-02-05 15:59:00-05:00,31449,usable
2026-02-11,O:SPXW260211C06950000,call,0,65,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,44764,usable
2026-02-11,O:SPXW260211C06955000,call,5,65,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,29309,usable
2026-02-11,O:SPXW260211C06960000,call,10,65,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,23875,usable
2026-02-11,O:SPXW260211C06965000,call,15,65,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,11173,usable
2026-02-11,O:SPXW260211C06970000,call,20,64,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,8058,usable
2026-02-11,O:SPXW260211C06975000,call,25,63,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,3152,usable
2026-02-11,O:SPXW260211C06980000,call,30,61,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:58:00-05:00,1618,usable
2026-02-11,O:SPXW260211P06950000,put,0,66,True,True,2026-02-11 14:55:00-05:00,2026-02-11 16:00:00-05:00,24032,usable
2026-02-11,O:SPXW260211P06945000,put,5,66,True,True,2026-02-11 14:55:00-05:00,2026-02-11 16:00:00-05:00,47973,usable
2026-02-11,O:SPXW260211P06940000,put,10,66,True,True,2026-02-11 14:55:00-05:00,2026-02-11 16:00:00-05:00,55529,usable
2026-02-11,O:SPXW260211P06935000,put,15,66,True,True,2026-02-11 14:55:00-05:00,2026-02-11 16:00:00-05:00,28419,usable
2026-02-11,O:SPXW260211P06930000,put,20,66,True,True,2026-02-11 14:55:00-05:00,2026-02-11 16:00:00-05:00,18034,usable
2026-02-11,O:SPXW260211P06925000,put,25,65,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,8274,usable
2026-02-11,O:SPXW260211P06920000,put,30,63,True,True,2026-02-11 14:55:00-05:00,2026-02-11 15:59:00-05:00,7132,usable
2026-02-17,O:SPXW260217C06855000,call,0,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,25237,usable
2026-02-17,O:SPXW260217C06860000,call,5,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,25305,usable
2026-02-17,O:SPXW260217C06865000,call,10,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,22890,usable
2026-02-17,O:SPXW260217C06870000,call,15,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,19089,usable
2026-02-17,O:SPXW260217C06875000,call,20,62,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,8459,usable
2026-02-17,O:SPXW260217C06880000,call,25,64,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,6065,usable
2026-02-17,O:SPXW260217C06885000,call,30,60,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,4344,usable
2026-02-17,O:SPXW260217P06855000,put,0,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,12123,usable
2026-02-17,O:SPXW260217P06850000,put,5,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,24565,usable
2026-02-17,O:SPXW260217P06845000,put,10,66,True,True,2026-02-17 14:55:00-05:00,2026-02-17 16:00:00-05:00,28804,usable
2026-02-17,O:SPXW260217P06840000,put,15,66,True,True,2026-02-17 14:55:00-05:00,2026-02-17 16:00:00-05:00,52637,usable
2026-02-17,O:SPXW260217P06835000,put,20,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,33051,usable
2026-02-17,O:SPXW260217P06830000,put,25,66,True,True,2026-02-17 14:55:00-05:00,2026-02-17 16:00:00-05:00,23826,usable
2026-02-17,O:SPXW260217P06825000,put,30,65,True,True,2026-02-17 14:55:00-05:00,2026-02-17 15:59:00-05:00,12641,usable
2026-03-03,O:SPXW260303C06825000,call,0,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,24597,usable
2026-03-03,O:SPXW260303C06830000,call,5,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,30558,usable
2026-03-03,O:SPXW260303C06835000,call,10,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,24663,usable
2026-03-03,O:SPXW260303C06840000,call,15,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,24961,usable
2026-03-03,O:SPXW260303C06845000,call,20,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,15308,usable
2026-03-03,O:SPXW260303C06850000,call,25,64,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,19995,usable
2026-03-03,O:SPXW260303C06855000,call,30,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,8746,usable
2026-03-03,O:SPXW260303P06825000,put,0,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,14192,usable
2026-03-03,O:SPXW260303P06820000,put,5,66,True,True,2026-03-03 14:55:00-05:00,2026-03-03 16:00:00-05:00,18464,usable
2026-03-03,O:SPXW260303P06815000,put,10,66,True,True,2026-03-03 14:55:00-05:00,2026-03-03 16:00:00-05:00,25582,usable
2026-03-03,O:SPXW260303P06810000,put,15,66,True,True,2026-03-03 14:55:00-05:00,2026-03-03 16:00:00-05:00,36593,usable
2026-03-03,O:SPXW260303P06805000,put,20,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,25990,usable
2026-03-03,O:SPXW260303P06800000,put,25,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,42610,usable
2026-03-03,O:SPXW260303P06795000,put,30,65,True,True,2026-03-03 14:55:00-05:00,2026-03-03 15:59:00-05:00,13665,usable
