strategy,policy,otm_offset_points,trades,win_rate,total_pnl_usd,mean_pnl_usd,median_pnl_usd,mean_return_on_premium,median_return_on_premium,profit_factor,max_drawdown_usd,median_holding_minutes,mean_holding_minutes,near_total_loss_rate,mean_mfe,mean_mae,ambiguous_bar_rate
RQ1_ML,stop60_tp120,0,17,0.5294117647058824,3154.681500000001,185.56950000000006,123.50000000000006,0.17624645587812543,0.06284987277353693,1.670054909693817,-2414.474,21.0,26.352941176470587,0.0,1.6002475964018907,-0.5674862822931944,0.0
RQ1_ML,stop60_tp120,5,17,0.47058823529411764,2416.589500000001,142.15232352941183,-176.8,0.2024048685856825,-0.22044917257683222,1.6227546615319122,-1370.2569999999996,21.0,23.0,0.0,1.8851857094303441,-0.5965448032421833,0.0
RQ1_ML,stop60_tp120,10,17,0.4117647058823529,1074.5750000000007,63.2102941176471,-258.7,0.09473242370530444,-0.6222622950819672,1.3386183947236574,-1660.74,15.0,20.058823529411764,0.0,2.17147794998748,-0.6561506683896176,0.0
RQ1_ML,stop60_tp120,15,17,0.4117647058823529,399.1030000000009,23.476647058823584,-148.45,0.06265676184537347,-0.6228105906313645,1.144638276559643,-977.1639999999998,11.0,17.11764705882353,0.0,2.43819680532654,-0.7201131752743566,0.0
RQ1_ML,stop60_tp120,20,17,0.47058823529411764,800.8130000000008,47.106647058823576,-35.8,0.14671332906243983,-0.6220087336244542,1.4203058819824599,-803.1624999999999,11.0,16.764705882352942,0.058823529411764705,2.6279105902029762,-0.8275841138439277,0.0
RQ1_ML,stop60_tp120,25,17,0.47058823529411764,1724.8880000000008,101.46400000000006,-28.0,0.12264495460154452,-0.626710816777042,2.6680088966250843,-477.20000000000005,11.0,11.235294117647058,0.058823529411764705,2.805715276683617,-0.8658659862610594,0.0
RQ1_ML,stop60_tp120,30,17,0.4117647058823529,1124.4400000000005,66.14352941176473,-53.8,0.00010099838953762031,-0.6773162939297124,2.266475192881681,-458.0,10.0,11.823529411764707,0.058823529411764705,2.6582493405725343,-0.8705350982614297,0.0
RQ1_ML,time_exit_1530,0,17,0.6470588235294118,1479.9000000000012,87.05294117647065,112.29999999999995,0.08110430466579803,0.15468319559228644,1.3493873503789222,-1840.9999999999998,30.0,30.0,0.17647058823529413,1.6002475964018907,-0.5674862822931944,0.0
RQ1_ML,time_exit_1530,5,17,0.5882352941176471,1516.0499999999997,89.17941176470586,93.49999999999999,0.08922010078146558,0.19298245614035084,1.4480980108178405,-1627.7000000000003,30.0,30.0,0.23529411764705882,1.8851857094303441,-0.5965448032421833,0.0
RQ1_ML,time_exit_1530,10,17,0.5882352941176471,1249.6,73.50588235294117,43.849999999999966,0.07855966619383654,0.12895377128953783,1.4816899236758925,-1328.35,30.0,30.0,0.23529411764705882,2.17147794998748,-0.6561506683896176,0.0
RQ1_ML,time_exit_1530,15,17,0.5294117647058824,869.4499999999997,51.144117647058806,7.800000000000054,0.06322065432176005,0.032786885245901676,1.4452438868262705,-1059.7000000000003,30.0,30.0,0.23529411764705882,2.43819680532654,-0.7201131752743566,0.0
RQ1_ML,time_exit_1530,20,17,0.4117647058823529,522.8499999999997,30.755882352941157,-16.00000000000001,0.021451055741374233,-0.09917355371900834,1.34296490652673,-926.0,30.0,30.0,0.23529411764705882,2.6279105902029762,-0.8275841138439277,0.0
RQ1_ML,time_exit_1530,25,17,0.35294117647058826,242.79999999999987,14.282352941176462,-20.999999999999993,-0.027879526154272055,-0.21761658031088074,1.193365985744435,-827.95,30.0,30.0,0.35294117647058826,2.805715276683617,-0.8658659862610594,0.0
RQ1_ML,time_exit_1530,30,17,0.35294117647058826,-27.75000000000012,-1.6323529411764777,-25.999999999999986,-0.09801843391391712,-0.3741007194244602,0.972463408583478,-716.75,30.0,30.0,0.35294117647058826,2.6582493405725343,-0.8705350982614297,0.0
RQ1_ML,time_exit_1545,0,17,0.6470588235294118,8529.2,501.71764705882356,355.0,0.4593939110036008,0.19966921119592887,3.341707163056311,-1850.1999999999998,45.0,45.0,0.11764705882352941,1.6002475964018907,-0.5674862822931944,0.0
RQ1_ML,time_exit_1545,5,17,0.6470588235294118,7732.85,454.8735294117647,198.9000000000002,0.5376804255528534,0.1705488621151272,3.5985785335035967,-1578.8000000000002,45.0,45.0,0.23529411764705882,1.8851857094303441,-0.5965448032421833,0.0
RQ1_ML,time_exit_1545,10,17,0.5882352941176471,6531.650000000001,384.214705882353,104.24999999999997,0.5529801810448953,0.14408914728682176,3.8118515648542775,-1221.0,45.0,45.0,0.23529411764705882,2.17147794998748,-0.6561506683896176,0.0
RQ1_ML,time_exit_1545,15,17,0.47058823529411764,5106.3,300.3705882352941,-30.600000000000023,0.5600013871209669,-0.03694282945736436,3.8133884297520657,-883.0,45.0,45.0,0.29411764705882354,2.43819680532654,-0.7201131752743566,0.0
RQ1_ML,time_exit_1545,20,17,0.47058823529411764,3707.6500000000005,218.09705882352944,-41.0,0.4539615191158467,-0.10722950024260079,3.4864366428595384,-737.5,45.0,45.0,0.29411764705882354,2.6279105902029762,-0.8275841138439277,0.0
RQ1_ML,time_exit_1545,25,17,0.47058823529411764,2542.6499999999996,149.5676470588235,-28.0,0.38306407528978736,-0.20515463917525764,3.0701404437207405,-621.6500000000001,45.0,45.0,0.4117647058823529,2.805715276683617,-0.8658659862610594,0.0
RQ1_ML,time_exit_1545,30,17,0.47058823529411764,1623.75,95.51470588235294,-23.0,0.23977560150706587,-0.3247524752475247,2.5493797709923665,-496.0,45.0,45.0,0.4117647058823529,2.6582493405725343,-0.8705350982614297,0.0
RQ1_ML,tp100_only,0,17,0.7058823529411765,5173.4,304.3176470588235,658.5,0.29848598804405335,0.8940936863543788,2.2357339066045623,-1900.1999999999998,43.0,40.470588235294116,0.23529411764705882,1.6002475964018907,-0.5674862822931944,0.0
RQ1_ML,tp100_only,5,17,0.6470588235294118,3133.8549999999996,184.34441176470585,488.40000000000003,0.2710151517976796,0.892054794520548,1.8254807185754927,-1482.3000000000002,32.0,37.23529411764706,0.29411764705882354,1.8851857094303441,-0.5965448032421833,0.0
RQ1_ML,tp100_only,10,17,0.7058823529411765,3729.15,219.36176470588236,365.55,0.30993207340929496,0.8894160583941606,2.4649970536240424,-1045.5,31.0,30.823529411764707,0.29411764705882354,2.17147794998748,-0.6561506683896176,0.0
RQ1_ML,tp100_only,15,17,0.6470588235294118,2605.78,153.28117647058824,256.875,0.24777770874985539,0.8850129198966409,2.3058281132548233,-733.0,31.0,30.41176470588235,0.29411764705882354,2.43819680532654,-0.7201131752743566,0.0
RQ1_ML,tp100_only,20,17,0.6470588235294118,1991.0549999999998,117.12088235294117,186.0,0.21501167532881477,0.8794326241134752,2.2994322075379348,-559.5,31.0,30.529411764705884,0.35294117647058826,2.6279105902029762,-0.8275841138439277,0.0
RQ1_ML,tp100_only,25,17,0.6470588235294118,1487.3799999999999,87.49294117647058,114.00000000000001,0.20832039088503615,0.8669201520912548,2.303004818221638,-454.5,31.0,30.294117647058822,0.35294117647058826,2.805715276683617,-0.8658659862610594,0.0
RQ1_ML,tp100_only,30,17,0.5882352941176471,1029.65,60.56764705882353,71.99999999999999,0.08737867524438116,0.8323699421965316,2.103886357544894,-362.0,32.0,31.764705882352942,0.4117647058823529,2.6582493405725343,-0.8705350982614297,0.0
RQ1_ML,trail25_after_50,0,17,0.5882352941176471,1075.9312500000005,63.2900735294118,269.99999999999994,0.04256966894080754,0.2927834530191158,1.3091673176907952,-1395.80625,15.0,15.0,0.0,1.6002475964018907,-0.5674862822931944,0.0
RQ1_ML,trail25_after_50,5,17,0.5294117647058824,544.6399999999995,32.0376470588235,49.95000000000005,0.008852450903453806,0.06820975010241712,1.1915749781917437,-1357.2325000000005,11.0,12.117647058823529,0.0,1.8851857094303441,-0.5965448032421833,0.0
RQ1_ML,trail25_after_50,10,17,0.5294117647058824,205.6125000000001,12.094852941176477,56.62500000000004,-0.03779870822275621,0.10342465753424665,1.1001638036548311,-871.3124999999998,8.0,10.058823529411764,0.0,2.17147794998748,-0.6561506683896176,0.0
RQ1_ML,trail25_after_50,15,17,0.5294117647058824,191.81250000000017,11.283088235294128,44.21249999999988,-0.03653493998964381,0.1191390460792236,1.1322810616966805,-629.1124999999997,5.0,7.705882352941177,0.0,2.43819680532654,-0.7201131752743566,0.0
RQ1_ML,trail25_after_50,20,17,0.5294117647058824,581.7624999999999,34.22132352941176,21.374999999999993,-0.013788827644141927,0.07938718662952643,1.584223541669282,-383.16249999999997,5.0,6.647058823529412,0.058823529411764705,2.6279105902029762,-0.8275841138439277,0.0
RQ1_ML,trail25_after_50,25,17,0.4117647058823529,17.512499999999896,1.0301470588235233,-60.49999999999999,-0.1468707888222022,-0.5504115226337448,1.017231836463599,-640.25,5.0,6.352941176470588,0.058823529411764705,2.805715276683617,-0.8658659862610594,0.0
RQ1_ML,trail25_after_50,30,17,0.47058823529411764,391.1250000000001,23.007352941176478,-23.0,-0.04851438859833831,-0.5346779900920028,1.5821395348837208,-305.0,5.0,6.647058823529412,0.058823529411764705,2.6582493405725343,-0.8705350982614297,0.0
