strategy,policy,otm_offset_points,trades,win_rate,total_pnl_usd,mean_pnl_usd,median_pnl_usd,mean_return_on_premium,median_return_on_premium,profit_factor,max_drawdown_usd,median_holding_minutes,mean_holding_minutes,near_total_loss_rate,mean_mfe,mean_mae,ambiguous_bar_rate
RQ1_ML,stop50_only,10,17,0.29411764705882354,4118.1875,242.24632352941177,-229.0125,0.26426764346512205,-0.5292877906976744,2.283319245406492,-1407.4750000000004,37.0,33.588235294117645,0.0,2.17147794998748,-0.6561506683896176,0.0
RQ1_ML,stop50_only,15,17,0.17647058823529413,1941.1112500000004,114.18301470588237,-175.75,0.08554759745308585,-0.5330099703583939,1.66287114153033,-1408.6662499999998,23.0,28.941176470588236,0.0,2.43819680532654,-0.7201131752743566,0.0
RQ1_ML,stop50_only,20,17,0.17647058823529413,1813.7875000000008,106.69338235294123,-117.99999999999999,0.002631213432847367,-0.5473429951690822,1.8033561988916023,-1073.2625,17.0,29.470588235294116,0.058823529411764705,2.6279105902029762,-0.8275841138439277,0.0
RQ1_ML,stop50_only,25,17,0.11764705882352941,1572.1999999999998,92.48235294117646,-98.0,-0.027365175839747645,-0.5674931129476584,1.840568862275449,-864.075,14.0,25.058823529411764,0.058823529411764705,2.805715276683617,-0.8658659862610594,0.0
RQ1_ML,stop50_only,30,17,0.11764705882352941,1056.325,62.13676470588236,-73.0,-0.10159006630345313,-0.5968379446640316,1.7196777435233601,-716.2750000000001,16.0,27.58823529411765,0.058823529411764705,2.6582493405725343,-0.8705350982614297,0.0
RQ1_ML,stop50_tp100,0,17,0.5294117647058824,3025.7112500000003,177.98301470588237,123.50000000000006,0.1767521678519809,0.06284987277353693,1.758277298222696,-1546.1437500000002,17.0,21.764705882352942,0.0,1.6002475964018907,-0.5674862822931944,0.0
RQ1_ML,stop50_tp100,5,17,0.4117647058823529,1160.9049999999997,68.28852941176469,-256.57500000000005,0.07451596057255594,-0.5269130998702984,1.3222381982051998,-1175.1775000000002,11.0,17.647058823529413,0.0,1.8851857094303441,-0.5965448032421833,0.0
RQ1_ML,stop50_tp100,10,17,0.5294117647058824,3278.3875000000003,192.8463235294118,356.09999999999997,0.2188191413024321,0.8891385767790261,2.5970612771813597,-672.8499999999999,11.0,11.411764705882353,0.0,2.17147794998748,-0.6561506683896176,0.0
RQ1_ML,stop50_tp100,15,17,0.47058823529411764,1962.2175000000002,115.42455882352942,-47.99999999999999,0.12631754127144032,-0.5280040733197555,2.1489822357875323,-795.5875000000001,7.0,9.941176470588236,0.0,2.43819680532654,-0.7201131752743566,0.0
RQ1_ML,stop50_tp100,20,17,0.47058823529411764,1817.4175,106.90691176470588,-32.0,0.10844709689520914,-0.5289650537634408,2.544224825549903,-552.0,8.0,8.941176470588236,0.058823529411764705,2.6279105902029762,-0.8275841138439277,0.0
RQ1_ML,stop50_tp100,25,17,0.4117647058823529,1043.2425,61.36720588235295,-60.49999999999999,0.001550505569775762,-0.5504115226337448,2.026523006531124,-640.25,7.0,7.823529411764706,0.058823529411764705,2.805715276683617,-0.8658659862610594,0.0
RQ1_ML,stop50_tp100,30,17,0.47058823529411764,1121.525,65.97205882352942,-23.0,0.06021206256152564,-0.5346779900920028,2.669246511627907,-305.0,7.0,8.058823529411764,0.058823529411764705,2.6582493405725343,-0.8705350982614297,0.0
