strategy,trades,mean_pnl_usd_bootstrap_mean,mean_pnl_usd_ci_low,mean_pnl_usd_ci_high,mean_return_on_premium_bootstrap_mean,mean_return_on_premium_ci_low,mean_return_on_premium_ci_high,win_rate_bootstrap_mean,win_rate_ci_low,win_rate_ci_high,profit_factor_bootstrap_mean,profit_factor_ci_low,profit_factor_ci_high
MeanReversion60m,17,653.8368602941176,1.7850735294117699,1347.7198529411764,0.634050631282956,-0.001280751127463324,1.2800349567673215,0.6701470588235294,0.4117647058823529,0.8823529411764706,4.5087048080322205,1.0044540757696212,14.053900461049311
RQ1_ML,17,559.161644117647,-163.7452205882352,1393.4063970588236,0.5103019165405228,-0.1778081348727574,1.289064263131373,0.6262941176470588,0.4117647058823529,0.824999999999992,3.5776743665731323,0.6700436139957956,11.461329759718865
