volume,vwap,open,close,high,low,timestamp_ms,transactions,timestamp,session_date,option_ticker,option_type,otm_offset_points,selection_status,ticker,underlying_ticker,expiration_date,strike_price,target_strike,spot_for_selection,strike_distance_from_spot,exercise_style,shares_per_contract,primary_exchange,reference_query_underlying,reference_query_mode,spx_at_1500,rq1_prediction,rq1_confidence_percentile,rq2_predicted_move_bps,rq3_positive,ml_direction,mean_reversion_direction,actual_abs_move_bps,actual_signed_move_bps
6,31.8333,30.8,32.0,32.1,30.8,1744399260000,4,2025-04-11 15:21:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
1,33.7,33.7,33.7,33.7,33.7,1744399320000,1,2025-04-11 15:22:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
21,35.3243,33.9,36.94,36.94,33.7,1744399380000,15,2025-04-11 15:23:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
111,35.3101,37.05,34.91,37.05,34.8,1744399440000,10,2025-04-11 15:24:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
1,33.63,33.63,33.63,33.63,33.63,1744399500000,1,2025-04-11 15:25:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
14,34.0721,33.7,35.21,35.21,31.9,1744399560000,12,2025-04-11 15:26:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
13,36.5631,35.6,34.9,37.82,34.9,1744399620000,8,2025-04-11 15:27:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
40,30.5138,33.0,29.8,33.0,29.63,1744399680000,14,2025-04-11 15:28:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
3,29.0933,29.08,29.72,29.72,28.48,1744399740000,3,2025-04-11 15:29:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
16,27.6306,29.0,24.0,29.0,24.0,1744399800000,6,2025-04-11 15:30:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
3,26.5,28.3,25.6,28.3,25.6,1744399860000,2,2025-04-11 15:31:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
87,25.7576,25.5,30.08,30.08,20.2,1744399920000,21,2025-04-11 15:32:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
13,30.2231,28.2,30.1,31.7,28.2,1744399980000,10,2025-04-11 15:33:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
4,31.145,30.39,31.9,31.9,30.39,1744400040000,2,2025-04-11 15:34:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
7,25.4571,26.0,24.8,26.0,24.8,1744400100000,6,2025-04-11 15:35:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
6,26.1933,27.96,26.4,27.96,24.8,1744400160000,6,2025-04-11 15:36:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
13,20.5262,25.05,18.6,25.05,18.6,1744400220000,11,2025-04-11 15:37:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
42,22.6071,21.15,22.0,22.9,20.95,1744400280000,19,2025-04-11 15:38:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
8,25.475,24.3,26.7,26.7,23.8,1744400340000,8,2025-04-11 15:39:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
16,27.9663,29.58,26.2,29.58,26.2,1744400400000,8,2025-04-11 15:40:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
35,26.6914,26.58,28.8,28.8,25.75,1744400460000,6,2025-04-11 15:41:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
11,25.2773,27.8,24.2,27.8,24.2,1744400520000,6,2025-04-11 15:42:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
4,26.175,26.6,23.9,27.1,23.9,1744400580000,4,2025-04-11 15:43:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
9,29.2311,28.24,30.1,30.6,28.24,1744400640000,7,2025-04-11 15:44:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
6,27.63,30.4,24.83,30.52,24.83,1744400700000,5,2025-04-11 15:45:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
4,24.645,23.2,25.4,26.08,23.2,1744400760000,4,2025-04-11 15:46:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
31,21.7926,21.6,27.57,27.57,21.6,1744400820000,5,2025-04-11 15:47:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
3,27.2167,28.23,25.5,28.23,25.5,1744400880000,3,2025-04-11 15:48:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
13,23.4131,22.76,25.43,25.43,22.76,1744400940000,5,2025-04-11 15:49:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
5,28.716,31.07,28.7,31.07,27.45,1744401000000,5,2025-04-11 15:50:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
8,29.195,29.18,29.16,30.34,28.41,1744401060000,8,2025-04-11 15:51:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
17,25.0029,28.02,23.9,28.02,23.9,1744401120000,7,2025-04-11 15:52:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
7,21.56,21.05,26.02,26.02,19.8,1744401180000,7,2025-04-11 15:53:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
15,26.1527,24.4,28.76,30.7,21.49,1744401240000,14,2025-04-11 15:54:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
9,27.5433,28.8,28.7,28.8,26.3,1744401300000,7,2025-04-11 15:55:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
8,30.875,30.0,30.4,31.4,29.6,1744401360000,5,2025-04-11 15:56:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
6,25.7583,28.1,24.55,28.2,24.55,1744401420000,5,2025-04-11 15:57:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
2,22.405,24.2,20.61,24.2,20.61,1744401480000,2,2025-04-11 15:58:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
50,21.6326,22.0,22.0,22.4,18.6,1744401540000,23,2025-04-11 15:59:00-04:00,2025-04-11,O:SPXW250411C05340000,call,0,selected,O:SPXW250411C05340000,SPX,2025-04-11,5340,5340.08,5340.08,-0.07999999999992724,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
58,23.4047,23.88,21.6,24.97,21.6,1744397700000,16,2025-04-11 14:55:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
6,20.5467,22.1,19.5,22.1,19.5,1744397760000,5,2025-04-11 14:56:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
28,17.3779,18.8,17.4,18.8,16.4,1744397820000,16,2025-04-11 14:57:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
69,17.3345,17.1,17.6,18.06,16.1,1744397880000,29,2025-04-11 14:58:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
89,16.4676,17.2,15.8,18.59,14.9,1744397940000,45,2025-04-11 14:59:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
48,17.9185,16.1,19.1,19.18,15.75,1744398000000,26,2025-04-11 15:00:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
60,19.5088,18.0,19.9,20.2,17.7,1744398060000,30,2025-04-11 15:01:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
33,22.3536,19.76,25.0,25.0,19.1,1744398120000,24,2025-04-11 15:02:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
32,25.7425,26.4,25.2,27.0,25.2,1744398180000,15,2025-04-11 15:03:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
12,26.1417,26.0,26.6,26.6,25.1,1744398240000,10,2025-04-11 15:04:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
15,22.2867,24.12,19.9,24.12,19.9,1744398300000,11,2025-04-11 15:05:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
20,24.185,20.3,26.4,26.4,20.3,1744398360000,12,2025-04-11 15:06:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
16,27.8844,26.9,28.4,28.4,26.9,1744398420000,10,2025-04-11 15:07:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
18,26.815,28.3,25.6,28.3,25.6,1744398480000,11,2025-04-11 15:08:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
11,27.5945,26.47,28.2,28.5,26.47,1744398540000,7,2025-04-11 15:09:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
74,27.3403,29.1,28.9,29.1,25.4,1744398600000,15,2025-04-11 15:10:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
16,29.3406,29.2,28.1,31.0,28.1,1744398660000,10,2025-04-11 15:11:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
30,28.5467,29.9,28.6,29.9,27.2,1744398720000,17,2025-04-11 15:12:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
11,30.3,29.3,31.5,31.7,29.3,1744398780000,7,2025-04-11 15:13:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
4,30.325,30.0,30.7,30.7,29.9,1744398840000,3,2025-04-11 15:14:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
16,27.6287,31.05,25.4,31.05,25.4,1744398900000,13,2025-04-11 15:15:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
9,26.6778,27.1,26.6,27.1,25.8,1744398960000,5,2025-04-11 15:16:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
26,23.3869,24.85,22.2,24.85,22.1,1744399020000,20,2025-04-11 15:17:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
20,22.4505,20.6,25.0,25.0,19.91,1744399080000,14,2025-04-11 15:18:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
9,28.2889,28.0,29.4,29.4,28.0,1744399140000,5,2025-04-11 15:19:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
5,27.02,26.1,28.3,28.3,26.1,1744399200000,3,2025-04-11 15:20:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
5,26.96,26.5,27.0,27.4,26.5,1744399260000,3,2025-04-11 15:21:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
6,29.6967,30.0,29.9,30.08,29.1,1744399320000,5,2025-04-11 15:22:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
9,29.8444,29.8,31.1,31.1,27.9,1744399380000,8,2025-04-11 15:23:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
16,31.155,32.37,31.0,32.45,30.5,1744399440000,11,2025-04-11 15:24:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
56,30.4093,29.79,29.9,33.0,28.7,1744399500000,21,2025-04-11 15:25:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
10,29.07,26.7,30.64,30.64,26.7,1744399560000,8,2025-04-11 15:26:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
27,30.7622,31.5,29.4,33.5,29.1,1744399620000,15,2025-04-11 15:27:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
8,26.2738,29.2,26.5,29.2,25.68,1744399680000,5,2025-04-11 15:28:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
9,26.3556,26.4,26.0,27.0,26.0,1744399740000,7,2025-04-11 15:29:00-04:00,2025-04-11,O:SPXW250411C05345000,call,5,selected,O:SPXW250411C05345000,SPX,2025-04-11,5345,5345.08,5340.08,4.920000000000073,european,100,XCBO,SPX,as_of,5340.08,1.0,0.8712871287128713,36.36815059506786,True,call,call,39.54996928885013,39.54996928885013
