volume,vwap,open,close,high,low,timestamp_ms,transactions,timestamp,session_date,option_ticker,option_type,otm_offset_points,selection_status,ticker,underlying_ticker,expiration_date,strike_price,target_strike,spot_for_selection,strike_distance_from_spot,exercise_style,shares_per_contract,primary_exchange,reference_query_underlying,reference_query_mode,spx_at_1500,rq1_prediction,rq1_confidence_percentile,rq2_predicted_move_bps,rq3_positive,ml_direction,mean_reversion_direction,actual_abs_move_bps,actual_signed_move_bps
3,17.09,16.37,18.0,18.0,16.37,1735848480000,3,2025-01-02 15:08:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
23,18.0652,19.4,18.3,19.4,17.84,1735848540000,16,2025-01-02 15:09:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
4,19.6175,19.11,20.0,20.0,19.11,1735848600000,4,2025-01-02 15:10:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
8,18.6,19.68,18.4,20.0,17.6,1735848660000,8,2025-01-02 15:11:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
43,21.9821,19.99,24.2,24.2,19.99,1735848720000,34,2025-01-02 15:12:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
48,24.6604,24.4,24.75,26.12,23.5,1735848780000,23,2025-01-02 15:13:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
11,22.7618,23.18,22.2,23.5,22.16,1735848840000,10,2025-01-02 15:14:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
17,20.2582,21.4,19.7,21.4,19.3,1735848900000,8,2025-01-02 15:15:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
4,20.3,20.3,20.3,20.3,20.3,1735848960000,3,2025-01-02 15:16:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
11,21.0409,20.9,21.5,21.6,20.9,1735849020000,7,2025-01-02 15:17:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
5,22.49,22.15,22.9,22.9,22.15,1735849080000,5,2025-01-02 15:18:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
14,22.5921,23.09,22.6,23.09,22.0,1735849140000,4,2025-01-02 15:19:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
14,22.6136,24.22,23.0,24.22,21.59,1735849200000,10,2025-01-02 15:20:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
4,23.8875,22.37,24.46,24.9,22.37,1735849260000,4,2025-01-02 15:21:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
33,25.5552,24.85,25.17,26.6,24.85,1735849320000,14,2025-01-02 15:22:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
13,25.4308,25.9,25.4,25.9,24.1,1735849380000,8,2025-01-02 15:23:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
8,23.6662,24.18,23.7,24.18,23.57,1735849440000,4,2025-01-02 15:24:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
15,24.1807,24.4,23.2,24.9,23.2,1735849500000,9,2025-01-02 15:25:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
7,23.8286,22.98,24.01,24.01,22.98,1735849560000,3,2025-01-02 15:26:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
5,25.6,25.27,25.46,26.0,25.27,1735849680000,3,2025-01-02 15:28:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
3,25.1033,25.39,25.04,25.39,24.88,1735849740000,3,2025-01-02 15:29:00-05:00,2025-01-02,O:SPXW250102C05845000,call,0,selected,O:SPXW250102C05845000,SPX,2025-01-02,5845,5844.89,5844.89,0.10999999999967258,european,100,XCBO,SPX,as_of,5844.89,1.0,0.7821782178217822,20.517258974943097,True,call,put,40.97596361950284,40.97596361950284
