task,dataset_variant,feature_set,model,accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,average_precision,positive_prevalence,average_precision_lift,average_precision_lift_ratio,outer_fold,outer_train_start,outer_train_end,outer_test_start,outer_test_end,threshold,inner_threshold_objective,inner_best_search_score,best_parameters
RQ3 Large Movement,Strict,Reduced,Logistic ElasticNet,0.4861111111111111,0.546875,0.25,0.65625,0.3620689655172414,0.07905694150420949,0.5998883928571429,0.4412730570163156,0.2222222222222222,0.21905083479409337,1.9857287565734203,1,2023-02-15,2023-10-18,2023-10-19,2024-09-20,0.44665174564298715,0.43636363636363634,0.39217402685818414,"{""model__C"": 77.80735828648163, ""model__l1_ratio"": 0.9086627578310877}"
RQ3 Large Movement,Strict,Reduced,Logistic ElasticNet,0.7222222222222222,0.754468085106383,0.5657894736842105,0.86,0.6825396825396826,0.48534548496241414,0.8127659574468085,0.627797385683036,0.3472222222222222,0.2805751634608138,1.8080564707671438,2,2023-02-15,2024-09-20,2024-09-23,2025-05-13,0.4672806549917384,0.48520710059171596,0.5582350590547984,"{""model__C"": 0.06259709644986548, ""model__l1_ratio"": 0.6092383806181517}"
RQ3 Large Movement,Strict,Reduced,Logistic ElasticNet,0.8055555555555556,0.6295005807200929,0.34782608695652173,0.38095238095238093,0.36363636363636365,0.24952112022254264,0.7429345722028649,0.33140650040326514,0.14583333333333334,0.1855731670699318,2.272501717050961,3,2023-02-15,2025-05-13,2025-05-14,2026-01-28,0.5254902793510784,0.6063829787234043,0.6135109272170884,"{""model__C"": 0.018186578392755327, ""model__l1_ratio"": 0.11024132226573247}"
RQ3 Large Movement,Strict,Reduced,Extra Trees,0.7013888888888888,0.6741071428571428,0.39215686274509803,0.625,0.4819277108433735,0.3026941464130131,0.7340959821428573,0.5414406892267744,0.2222222222222222,0.31921846700455214,2.436483101520485,1,2023-02-15,2023-10-18,2023-10-19,2024-09-20,0.4729218568145503,0.3508771929824561,0.320004981652138,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced"", ""model__max_depth"": null, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 18, ""model__n_estimators"": 576}"
RQ3 Large Movement,Strict,Reduced,Extra Trees,0.7361111111111112,0.7463829787234042,0.5909090909090909,0.78,0.6724137931034483,0.4708367540042849,0.8138297872340425,0.6052787920417717,0.3472222222222222,0.2580565698195495,1.7432029210803026,2,2023-02-15,2024-09-20,2024-09-23,2025-05-13,0.4427173365341996,0.4375,0.5207748643726402,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced"", ""model__max_depth"": 12, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 6, ""model__min_samples_split"": 12, ""model__n_estimators"": 299}"
RQ3 Large Movement,Strict,Reduced,Extra Trees,0.7916666666666666,0.6213704994192799,0.32,0.38095238095238093,0.34782608695652173,0.22618398569631595,0.7479674796747967,0.43558359675651714,0.14583333333333334,0.2897502634231838,2.986858949187546,3,2023-02-15,2025-05-13,2025-05-14,2026-01-28,0.5429189982877962,0.6046511627906976,0.5739090983085887,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced"", ""model__max_depth"": 12, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 15, ""model__n_estimators"": 365}"
RQ3 Large Movement,Strict,Reduced,Histogram Gradient Boosting,0.4166666666666667,0.6026785714285714,0.26785714285714285,0.9375,0.4166666666666667,0.20535714285714285,0.6881975446428571,0.36923570835484404,0.2222222222222222,0.14701348613262183,1.6615606875967983,1,2023-02-15,2023-10-18,2023-10-19,2024-09-20,0.2650624504472167,0.35294117647058826,0.3370928751062876,"{""model__l2_regularization"": 12.743304380957172, ""model__learning_rate"": 0.038014124984135124, ""model__max_bins"": 64, ""model__max_iter"": 184, ""model__max_leaf_nodes"": 20, ""model__min_samples_leaf"": 16}"
RQ3 Large Movement,Strict,Reduced,Histogram Gradient Boosting,0.7152777777777778,0.7023404255319149,0.5789473684210527,0.66,0.616822429906542,0.39397124917323195,0.7536170212765957,0.5525486941119219,0.3472222222222222,0.20532647188969966,1.591340239042335,2,2023-02-15,2024-09-20,2024-09-23,2025-05-13,0.42109299853636967,0.43537414965986393,0.5148819745712613,"{""model__l2_regularization"": 0.006074132732148265, ""model__learning_rate"": 0.010076419345003565, ""model__max_bins"": 255, ""model__max_iter"": 300, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 29}"
RQ3 Large Movement,Strict,Reduced,Histogram Gradient Boosting,0.5069444444444444,0.6126596980255516,0.1951219512195122,0.7619047619047619,0.3106796116504854,0.16060461129343093,0.6318234610917538,0.31655105719140064,0.14583333333333334,0.1707177238580673,2.170635820741033,3,2023-02-15,2025-05-13,2025-05-14,2026-01-28,0.02934904863145739,0.5147058823529411,0.47153813581159154,"{""model__l2_regularization"": 0.15940856611192583, ""model__learning_rate"": 0.04757778469270098, ""model__max_bins"": 255, ""model__max_iter"": 372, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 10}"
RQ3 Large Movement,Strict,Reduced,RBF SVC,0.4027777777777778,0.6160714285714286,0.2711864406779661,1.0,0.4266666666666667,0.2509063473836104,0.78515625,0.605025865672431,0.2222222222222222,0.3828036434502088,2.7226163955259395,1,2023-02-15,2023-10-18,2023-10-19,2024-09-20,-0.9280347945969099,0.38095238095238093,0.36471415208900454,"{""model__C"": 3.274486343643001, ""model__gamma"": 0.0012654212015718546}"
RQ3 Large Movement,Strict,Reduced,RBF SVC,0.6458333333333334,0.7240425531914894,0.494949494949495,0.98,0.6577181208053692,0.4602412957244661,0.8206382978723404,0.6442473414152368,0.3472222222222222,0.29702511919301455,1.855432343275882,2,2023-02-15,2024-09-20,2024-09-23,2025-05-13,-0.8426716029508791,0.5,0.5513203446785319,"{""model__C"": 6.988480292757927, ""model__gamma"": 0.00019499849235246863}"
RQ3 Large Movement,Strict,Reduced,RBF SVC,0.7847222222222222,0.6567944250871081,0.3333333333333333,0.47619047619047616,0.39215686274509803,0.27252714261576644,0.75687185443283,0.3651710172993175,0.14583333333333334,0.21933768396598416,2.5040298329096053,3,2023-02-15,2025-05-13,2025-05-14,2026-01-28,-0.12554916618368495,0.5957446808510638,0.6165904109460588,"{""model__C"": 0.5996225871335351, ""model__gamma"": 0.007784520721505635}"
RQ3 Large Movement,Relaxed,Full,Logistic ElasticNet,0.8265895953757225,0.6580419580419581,0.5,0.4,0.4444444444444444,0.3462041650300723,0.7785547785547785,0.5133530076156583,0.17341040462427745,0.3399426029913808,2.960335677250296,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,0.5186138146314826,0.43137254901960786,0.3439634432711552,"{""model__C"": 0.10520253754578332, ""model__l1_ratio"": 0.9935724923941035}"
RQ3 Large Movement,Relaxed,Full,Logistic ElasticNet,0.7225433526011561,0.740517518482803,0.5194805194805194,0.7843137254901961,0.625,0.4413272401581184,0.841690774670524,0.65820132298296,0.2947976878612717,0.3634036351216883,2.2327221348245505,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.49177361520500484,0.4732824427480916,0.4934056562375702,"{""model__C"": 0.007319385695073039, ""model__l1_ratio"": 0.10402296099023112}"
RQ3 Large Movement,Relaxed,Full,Logistic ElasticNet,0.7861271676300579,0.6422972972972973,0.3235294117647059,0.44,0.3728813559322034,0.2518144515481323,0.7848648648648648,0.3865031259121502,0.14450867052023122,0.24199445539191897,2.674601631312079,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,0.48980640967385314,0.5679012345679012,0.5732758994806387,"{""model__C"": 0.01884880305613737, ""model__l1_ratio"": 0.25131625283785164}"
RQ3 Large Movement,Relaxed,Full,Extra Trees,0.791907514450867,0.637062937062937,0.4,0.4,0.4,0.27412587412587414,0.7867132867132867,0.43992429077539297,0.17341040462427745,0.2665138861511155,2.536896743471433,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,0.5070303191776914,0.48148148148148145,0.3810149213563914,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced"", ""model__max_depth"": 12, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 12, ""model__min_samples_split"": 14, ""model__n_estimators"": 568}"
RQ3 Large Movement,Relaxed,Full,Extra Trees,0.7052023121387283,0.7339279974284796,0.5,0.803921568627451,0.6165413533834586,0.4272180365350949,0.841047894567663,0.6748581575750109,0.2947976878612717,0.3800604697137392,2.289224730597586,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.48396756813653175,0.4966442953020134,0.4967829873199677,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 15, ""model__min_samples_split"": 10, ""model__n_estimators"": 530}"
RQ3 Large Movement,Relaxed,Full,Extra Trees,0.7225433526011561,0.6882432432432433,0.2909090909090909,0.64,0.4,0.2842679554929379,0.7824324324324324,0.3715387324137274,0.14450867052023122,0.2270300618934962,2.5710480283029935,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,0.46574334959471714,0.5517241379310345,0.5351712192848839,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 5, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 3, ""model__min_samples_split"": 6, ""model__n_estimators"": 234}"
RQ3 Large Movement,Relaxed,Full,Histogram Gradient Boosting,0.8208092485549133,0.6282051282051282,0.47619047619047616,0.3333333333333333,0.39215686274509803,0.2972573472047304,0.6794871794871795,0.37135672254709295,0.17341040462427745,0.1979463179228155,2.1414904333549027,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,0.44046520123016775,0.41509433962264153,0.39549843232992005,"{""model__l2_regularization"": 0.005007041185043701, ""model__learning_rate"": 0.03281792425461974, ""model__max_bins"": 255, ""model__max_iter"": 286, ""model__max_leaf_nodes"": 12, ""model__min_samples_leaf"": 11}"
RQ3 Large Movement,Relaxed,Full,Histogram Gradient Boosting,0.6473988439306358,0.7214721954355513,0.45098039215686275,0.9019607843137255,0.6013071895424836,0.41056786057359484,0.7950819672131146,0.5787574646339336,0.2947976878612717,0.28395977677266193,1.9632361055229512,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.08610433950761363,0.4174757281553398,0.39799635170605696,"{""model__l2_regularization"": 0.009356972535848815, ""model__learning_rate"": 0.015500548321628836, ""model__max_bins"": 64, ""model__max_iter"": 315, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 15}"
RQ3 Large Movement,Relaxed,Full,Histogram Gradient Boosting,0.6936416184971098,0.6214864864864865,0.24074074074074073,0.52,0.3291139240506329,0.18436924154346176,0.7186486486486487,0.33818185613540386,0.14450867052023122,0.19367318561517263,2.3402184444569945,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,0.4343776220590609,0.5344129554655871,0.4756573028411124,"{""model__l2_regularization"": 0.29426533769878493, ""model__learning_rate"": 0.011423358560282683, ""model__max_bins"": 64, ""model__max_iter"": 194, ""model__max_leaf_nodes"": 11, ""model__min_samples_leaf"": 29}"
RQ3 Large Movement,Relaxed,Full,RBF SVC,0.8265895953757225,0.5,0.0,0.0,0.0,0.0,0.8137529137529138,0.5266712817361837,0.17341040462427745,0.35326087711190624,3.0371377246786593,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,-0.3069234368120338,0.36363636363636365,0.3803208085181346,"{""model__C"": 0.15560158006902594, ""model__gamma"": 0.0011200032693099203}"
RQ3 Large Movement,Relaxed,Full,RBF SVC,0.7514450867052023,0.6069591771134684,0.7222222222222222,0.2549019607843137,0.37681159420289856,0.319455927191749,0.8334940533590485,0.6442385837190946,0.2947976878612717,0.3494408958578229,2.185358333007909,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.21917118730879312,0.42857142857142855,0.49690129132654287,"{""model__C"": 1.1559783556119234, ""model__gamma"": 0.00017202663154077062}"
RQ3 Large Movement,Relaxed,Full,RBF SVC,0.6647398843930635,0.7541891891891892,0.2857142857142857,0.88,0.43137254901960786,0.35967226877623043,0.788108108108108,0.38261689560579093,0.14450867052023122,0.2381082250855597,2.647708917592073,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,-0.7029978096440912,0.5587044534412956,0.5960527276227526,"{""model__C"": 0.09354759507486173, ""model__gamma"": 0.0035639374271719255}"
RQ3 Large Movement,Relaxed,Reduced,Logistic ElasticNet,0.7572254335260116,0.6292540792540793,0.34210526315789475,0.43333333333333335,0.38235294117647056,0.23639822836762217,0.6857808857808858,0.4340783054667855,0.17341040462427745,0.260667900842508,2.503184894858463,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,0.602768476217539,0.39215686274509803,0.3518132264054741,"{""model__C"": 1.1163473770246608, ""model__l1_ratio"": 0.540034464181656}"
RQ3 Large Movement,Relaxed,Reduced,Logistic ElasticNet,0.7225433526011561,0.740517518482803,0.5194805194805194,0.7843137254901961,0.625,0.4413272401581184,0.8453873352619736,0.6638473067557178,0.2947976878612717,0.3690496188944461,2.2518741974262584,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.49282644844102075,0.4732824427480916,0.4915795847234203,"{""model__C"": 0.007319385695073039, ""model__l1_ratio"": 0.10402296099023112}"
RQ3 Large Movement,Relaxed,Reduced,Logistic ElasticNet,0.815028901734104,0.6093243243243244,0.34782608695652173,0.32,0.3333333333333333,0.22643216135878458,0.772972972972973,0.371127133115591,0.14450867052023122,0.22661846259535975,2.5681997611598892,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,0.5531658172824,0.5699481865284974,0.5764629868453003,"{""model__C"": 0.018186578392755327, ""model__l1_ratio"": 0.11024132226573247}"
RQ3 Large Movement,Relaxed,Reduced,Extra Trees,0.8092485549132948,0.6343822843822844,0.44,0.36666666666666664,0.4,0.2894008478785968,0.7403263403263404,0.4468907308953887,0.17341040462427745,0.2734803262711113,2.5770698814967417,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,0.5146106126681346,0.48148148148148145,0.3904464012918374,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 12, ""model__max_features"": 0.8, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 459}"
RQ3 Large Movement,Relaxed,Reduced,Extra Trees,0.6820809248554913,0.7517679202828672,0.47959183673469385,0.9215686274509803,0.6308724832214765,0.4632887153908415,0.8418514946962391,0.6579829721720889,0.2947976878612717,0.3631852843108172,2.231981454622968,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.44295363927032905,0.4935064935064935,0.4946178210981677,"{""model__bootstrap"": true, ""model__class_weight"": ""balanced"", ""model__max_depth"": 8, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 6, ""model__min_samples_split"": 4, ""model__n_estimators"": 684}"
RQ3 Large Movement,Relaxed,Reduced,Extra Trees,0.7341040462427746,0.6783783783783783,0.29411764705882354,0.6,0.39473684210526316,0.27511106985802075,0.7678378378378379,0.4016947848639592,0.14450867052023122,0.25718611434372796,2.7797279112585973,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,0.4753723091091417,0.5679012345679012,0.5523602819621457,"{""model__bootstrap"": false, ""model__class_weight"": ""balanced"", ""model__max_depth"": 12, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 15, ""model__n_estimators"": 365}"
RQ3 Large Movement,Relaxed,Reduced,Histogram Gradient Boosting,0.8323699421965318,0.5561771561771562,0.5714285714285714,0.13333333333333333,0.21621621621621623,0.21588145085131397,0.6585081585081585,0.33122745181108704,0.17341040462427745,0.15781704718680958,1.9100783054439352,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,0.8113959688797017,0.38095238095238093,0.40006492699250834,"{""model__l2_regularization"": 0.005007041185043701, ""model__learning_rate"": 0.03281792425461974, ""model__max_bins"": 255, ""model__max_iter"": 286, ""model__max_leaf_nodes"": 12, ""model__min_samples_leaf"": 11}"
RQ3 Large Movement,Relaxed,Reduced,Histogram Gradient Boosting,0.6820809248554913,0.7460623593699776,0.4791666666666667,0.9019607843137255,0.6258503401360545,0.4515015066368722,0.805528768884603,0.5948430443191731,0.2947976878612717,0.3000453564579014,2.0178009150434693,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.43780148818645687,0.42105263157894735,0.4241553511255434,"{""model__l2_regularization"": 6.1958506297580325, ""model__learning_rate"": 0.013291114489160202, ""model__max_bins"": 255, ""model__max_iter"": 162, ""model__max_leaf_nodes"": 10, ""model__min_samples_leaf"": 29}"
RQ3 Large Movement,Relaxed,Reduced,Histogram Gradient Boosting,0.6647398843930635,0.6045945945945945,0.22033898305084745,0.52,0.30952380952380953,0.15515353221787662,0.6835135135135135,0.31004964358687237,0.14450867052023122,0.16554097306664114,2.1455435336211566,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,0.413168811045933,0.5418326693227091,0.4825848037075553,"{""model__l2_regularization"": 0.04319367579117249, ""model__learning_rate"": 0.018892247790827224, ""model__max_bins"": 64, ""model__max_iter"": 109, ""model__max_leaf_nodes"": 14, ""model__min_samples_leaf"": 31}"
RQ3 Large Movement,Relaxed,Reduced,RBF SVC,0.7398843930635838,0.6977855477855477,0.3584905660377358,0.6333333333333333,0.4578313253012048,0.3248812432239904,0.8104895104895105,0.5147357300847325,0.17341040462427745,0.341325325460455,2.9683093768219573,1,2023-02-15,2023-11-02,2023-11-03,2024-08-19,-0.7399481056850409,0.39344262295081966,0.3608951099133623,"{""model__C"": 0.41682887112241607, ""model__gamma"": 0.0018381708896171767}"
RQ3 Large Movement,Relaxed,Reduced,RBF SVC,0.7630057803468208,0.632272581163613,0.7272727272727273,0.3137254901960784,0.4383561643835616,0.3620470502345908,0.8412086145933784,0.7028604541011352,0.2947976878612717,0.4080627662398635,2.3842129129313014,2,2023-02-15,2024-08-19,2024-08-20,2025-05-05,0.46803693073309005,0.42,0.524196209402341,"{""model__C"": 0.0648261712278685, ""model__gamma"": 0.006618463633643239}"
RQ3 Large Movement,Relaxed,Reduced,RBF SVC,0.6820809248554913,0.6978378378378378,0.2727272727272727,0.72,0.3956043956043956,0.2864022055338166,0.78,0.3619474085054401,0.14450867052023122,0.21743873798520888,2.5046760668576455,3,2023-02-15,2025-05-05,2025-05-06,2026-01-28,-0.6235760482356183,0.5555555555555556,0.6031999956402594,"{""model__C"": 0.09354759507486173, ""model__gamma"": 0.0035639374271719255}"
