task,dataset_variant,feature_set,model,outer_balanced_accuracy_mean,outer_balanced_accuracy_std,outer_accuracy_mean,outer_f1_mean,outer_recall_mean,outer_mcc_mean,outer_roc_auc_mean,outer_average_precision_mean,outer_average_precision_std,outer_positive_prevalence_mean,outer_average_precision_lift_mean,outer_average_precision_lift_std,outer_average_precision_lift_ratio_mean,outer_threshold_mean,outer_threshold_std
RQ1 Direction,Strict,Full,Extra Trees,0.5373039261129501,0.02555223817409289,0.5370370370370371,0.6496823867936056,0.8908356766890186,0.1309280864252354,0.5157190326977245,0.5039683923210314,0.07207791855375296,0.49074074074074076,0.013227651580290656,0.04616898513006916,1.0244297280403198,0.4392835559277437,0.06298884397942316
RQ1 Direction,Relaxed,Reduced,Histogram Gradient Boosting,0.5219151411616788,0.026732921827830932,0.5163776493256261,0.47629255277256227,0.5134146341463414,0.057077077810312384,0.5212162272524097,0.505286315556919,0.04103751684884044,0.48554913294797686,0.01973718260894214,0.016003105390609517,1.040099875482019,0.4232712514392831,0.11907944982181125
RQ1 Direction,Strict,Reduced,RBF SVC,0.52031494496605,0.012575148287817292,0.5208333333333334,0.606582050936627,0.8012113346311919,0.07494194062230791,0.5288891661674604,0.5237986247441966,0.03960227484472412,0.49074074074074076,0.033057884003455794,0.007421335113330534,1.0669779885081778,-0.2818537626899492,0.5570012749472804
RQ1 Direction,Strict,Reduced,Histogram Gradient Boosting,0.5201662767637879,0.016643403340065862,0.513888888888889,0.4480754247423964,0.42741005119330877,0.04581625270828953,0.5419191611139514,0.5175436410017799,0.06845332405720221,0.49074074074074076,0.026802900261039136,0.03685471704576779,1.0517154765682684,0.580141824959976,0.017265122116330668
RQ1 Direction,Strict,Full,Histogram Gradient Boosting,0.5194069696120555,0.030370916917677786,0.513888888888889,0.4866632600384986,0.4814011559289744,0.04237664909931176,0.539014913388782,0.5341361100287557,0.07383721522472644,0.49074074074074076,0.043395369288015,0.042174726325703335,1.0851566730686384,0.5294558250936988,0.07352818211034699
RQ1 Direction,Strict,Full,Logistic ElasticNet,0.508588120672821,0.05227807025277727,0.5138888888888888,0.3998159207174811,0.49260277559570564,0.018086667838305676,0.5018072357844088,0.5077917435621673,0.07444754083086152,0.49074074074074076,0.01705100282142652,0.041654193464281244,1.03117266032805,0.49741532729854243,0.004256907758523294
RQ1 Direction,Strict,Reduced,Extra Trees,0.5075099505517111,0.05744368863447653,0.5138888888888888,0.5707861000116584,0.7072607974619656,0.04104903303489118,0.5126737208256386,0.5124939490250132,0.054377893280192664,0.49074074074074076,0.02175320828427248,0.026288284894882868,1.042894436154607,0.4707892923501304,0.05105624600141508
RQ1 Direction,Relaxed,Full,Extra Trees,0.5047244355736388,0.0067153019163568905,0.48169556840077066,0.45003791192767567,0.6351851851851852,0.03072998824547701,0.4999852760244445,0.4854319346831551,0.02487770717765256,0.48554913294797686,-0.00011719826482172364,0.014669952098193391,1.0004696613730613,0.4757513638243391,0.03822100385700268
RQ1 Direction,Relaxed,Full,Histogram Gradient Boosting,0.5034892697263068,0.006210175899304912,0.5067437379576107,0.42685525182465206,0.3891485998193316,0.007172176019752267,0.5223616243369924,0.5235792274616669,0.037652275085224125,0.48554913294797686,0.038030094513689994,0.01299044790572773,1.0780739626777782,0.5101513941078958,0.04579036275042934
RQ1 Direction,Relaxed,Reduced,Logistic ElasticNet,0.500937607902051,0.000814811599182487,0.48169556840077066,0.4468291565534041,0.5654923215898825,0.0024214857697454936,0.4871003834271539,0.48998971437505073,0.03006133601192588,0.48554913294797686,0.004440581427073931,0.0061876246064875755,1.009255183441903,0.5100076446787073,0.01395151267631067
RQ1 Direction,Strict,Reduced,Logistic ElasticNet,0.4957806410431058,0.04016433460574209,0.488425925925926,0.6106952161901374,0.8297329143754909,-0.008291459534105103,0.501031441641857,0.5058844073066402,0.07376351764848456,0.49074074074074076,0.015143666565899383,0.04094758294847955,1.0273294725969715,0.3301477966598159,0.28592713020124055
RQ1 Direction,Strict,Full,RBF SVC,0.4923025231421332,0.0259604630629262,0.4976851851851851,0.535065344491574,0.6463952168979663,-0.0065944758038465725,0.509948599022162,0.5088417624551793,0.05373405189646108,0.49074074074074076,0.018101021714438576,0.020954154468172954,1.035148280219916,0.04239058478552091,0.11301114951541925
RQ1 Direction,Relaxed,Full,RBF SVC,0.4916208166199872,0.015212467181416766,0.5067437379576109,0.34657210401891253,0.3453252032520326,-0.02290589915509941,0.486468921917601,0.4741206825311452,0.014766332595580349,0.48554913294797686,-0.011428450416831678,0.020603756972277388,0.9779884571234807,-0.02154260573271426,0.32751829664456394
RQ1 Direction,Relaxed,Reduced,RBF SVC,0.48993953782831956,0.018337645725629324,0.4932562620423892,0.34864322135394826,0.32372402890695573,-0.0215383048165502,0.492139030467877,0.4870514916881495,0.023846037007769345,0.48554913294797686,0.001502358740172664,0.016184880258337298,1.0039460773077515,0.0772964267373037,0.7847949236293802
RQ1 Direction,Relaxed,Reduced,Extra Trees,0.4808994362346244,0.034254775695875726,0.48940269749518306,0.2782272833216795,0.22253839205058715,-0.03943722855152082,0.5049174851071659,0.4844190989024702,0.030447829957699367,0.48554913294797686,-0.001130034045506582,0.026373682529180115,0.9985949457696836,0.5139562816044353,0.026739738696160094
RQ1 Direction,Relaxed,Full,Logistic ElasticNet,0.4748354529228023,0.03457078588980713,0.48169556840077066,0.33058219509832415,0.3606481481481481,-0.05126259009730966,0.46493968706366684,0.46822756370992763,0.0553547508269437,0.48554913294797686,-0.01732156923804919,0.030214587957945984,0.9625224538122521,0.5000836671160975,0.0013085788667307385
